"pValue","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.0508850330623328,8,2,4,1,11,6,10,5,12,3,7,9
0.0508850330623328,8,2,4,1,11,6,10,5,12,3,9,7
0.0508850330623328,8,2,4,1,11,6,10,5,12,7,3,9
0.0508850330623328,8,2,4,1,11,6,10,5,12,7,9,3
0.0508850330623328,8,2,4,1,11,6,10,5,12,9,3,7
0.0508850330623328,8,2,4,1,11,6,10,5,12,9,7,3
0.0509601124201304,8,2,4,1,11,9,6,7,5,3,10,12
0.0509601124201304,8,2,4,1,11,9,6,7,5,3,12,10
0.0509601124201304,8,2,4,1,11,9,6,7,5,10,3,12
0.0509601124201304,8,2,4,1,11,9,6,7,5,10,12,3
0.0509601124201304,8,2,4,1,11,9,6,7,5,12,3,10
0.0509601124201304,8,2,4,1,11,9,6,7,5,12,10,3
0.0509601124201304,8,2,4,1,11,9,10,7,5,3,6,12
0.0509601124201304,8,2,4,1,11,9,10,7,5,3,12,6
0.0509601124201304,8,2,4,1,11,9,10,7,5,6,3,12
0.0509601124201304,8,2,4,1,11,9,10,7,5,6,12,3
0.0509601124201304,8,2,4,1,11,9,10,7,5,12,3,6
0.0509601124201304,8,2,4,1,11,9,10,7,5,12,6,3
0.0508850330623328,8,2,4,1,11,10,6,5,3,9,7,12
0.0508850330623328,8,2,4,1,11,10,6,5,3,9,12,7
0.0508850330623328,8,2,4,1,11,10,6,5,3,12,7,9
0.0508850330623328,8,2,4,1,11,10,6,5,3,12,9,7
0.0508850330623328,8,2,4,1,11,10,6,5,9,3,7,12
0.0508850330623328,8,2,4,1,11,10,6,5,9,3,12,7
0.0508850330623328,8,2,4,1,11,10,6,5,9,7,3,12
0.0508850330623328,8,2,4,1,11,10,6,5,9,7,12,3
0.0508850330623328,8,2,4,1,11,10,6,5,9,12,3,7
0.0508850330623328,8,2,4,1,11,10,6,5,9,12,7,3
0.0508850330623328,8,2,4,1,11,10,6,5,12,3,7,9
0.0508850330623328,8,2,4,1,11,10,6,5,12,3,9,7
0.0508850330623328,8,2,4,1,11,10,6,5,12,7,3,9
0.0508850330623328,8,2,4,1,11,10,6,5,12,7,9,3
0.0508850330623328,8,2,4,1,11,10,6,5,12,9,3,7
0.0508850330623328,8,2,4,1,11,10,6,5,12,9,7,3
0.0509601124201304,8,2,4,1,11,10,9,7,5,3,6,12
0.0509601124201304,8,2,4,1,11,10,9,7,5,3,12,6
0.0509601124201304,8,2,4,1,11,10,9,7,5,6,3,12
0.0509601124201304,8,2,4,1,11,10,9,7,5,6,12,3
0.0509601124201304,8,2,4,1,11,10,9,7,5,12,3,6
0.0509601124201304,8,2,4,1,11,10,9,7,5,12,6,3
0.050954755184583,8,2,4,6,1,9,11,7,5,3,10,12
0.050954755184583,8,2,4,6,1,9,11,7,5,3,12,10
0.050954755184583,8,2,4,6,1,9,11,7,5,10,3,12
0.050954755184583,8,2,4,6,1,9,11,7,5,10,12,3
0.050954755184583,8,2,4,6,1,9,11,7,5,12,3,10
0.050954755184583,8,2,4,6,1,9,11,7,5,12,10,3
0.050954755184583,8,2,4,6,9,1,11,7,5,3,10,12
0.050954755184583,8,2,4,6,9,1,11,7,5,3,12,10
0.050954755184583,8,2,4,6,9,1,11,7,5,10,3,12
0.050954755184583,8,2,4,6,9,1,11,7,5,10,12,3
0.050954755184583,8,2,4,6,9,1,11,7,5,12,3,10
0.050954755184583,8,2,4,6,9,1,11,7,5,12,10,3
0.06631096595431,8,2,4,7,9,1,10,11,5,3,6,12
0.06631096595431,8,2,4,7,9,1,10,11,5,3,12,6
0.06631096595431,8,2,4,7,9,1,10,11,5,6,3,12
0.06631096595431,8,2,4,7,9,1,10,11,5,6,12,3
0.06631096595431,8,2,4,7,9,1,10,11,5,12,3,6
0.06631096595431,8,2,4,7,9,1,10,11,5,12,6,3
0.0737079857540752,8,2,4,7,9,1,11,6,5,3,10,12
0.0737079857540752,8,2,4,7,9,1,11,6,5,3,12,10
0.0737079857540752,8,2,4,7,9,1,11,6,5,10,3,12
0.0733825918071731,8,2,4,7,9,1,11,6,5,10,12,3
0.0586574637662925,8,2,4,7,9,1,11,6,5,12,3,10
0.0586574637662925,8,2,4,7,9,1,11,6,5,12,10,3
0.06631096595431,8,2,4,7,9,1,11,10,5,3,6,12
0.06631096595431,8,2,4,7,9,1,11,10,5,3,12,6
0.06631096595431,8,2,4,7,9,1,11,10,5,6,3,12
0.06631096595431,8,2,4,7,9,1,11,10,5,6,12,3
0.06631096595431,8,2,4,7,9,1,11,10,5,12,3,6
0.06631096595431,8,2,4,7,9,1,11,10,5,12,6,3
0.06631096595431,8,2,4,7,9,10,1,11,5,3,6,12
0.06631096595431,8,2,4,7,9,10,1,11,5,3,12,6
0.06631096595431,8,2,4,7,9,10,1,11,5,6,3,12
0.06631096595431,8,2,4,7,9,10,1,11,5,6,12,3
0.06631096595431,8,2,4,7,9,10,1,11,5,12,3,6
0.06631096595431,8,2,4,7,9,10,1,11,5,12,6,3
0.0557892817590331,8,2,4,7,9,11,1,6,5,3,10,12
0.0557892817590331,8,2,4,7,9,11,1,6,5,3,12,10
0.0557892817590331,8,2,4,7,9,11,1,6,5,10,3,12
0.0557892817590331,8,2,4,7,9,11,1,6,5,10,12,3
0.0557892817590331,8,2,4,7,9,11,1,6,5,12,3,10
0.0557892817590331,8,2,4,7,9,11,1,6,5,12,10,3
0.0557892817590331,8,2,4,7,9,11,1,10,5,3,6,12
0.0557892817590331,8,2,4,7,9,11,1,10,5,3,12,6
0.0557892817590331,8,2,4,7,9,11,1,10,5,6,3,12
0.0557892817590331,8,2,4,7,9,11,1,10,5,6,12,3
0.0557892817590331,8,2,4,7,9,11,1,10,5,12,3,6
0.0557892817590331,8,2,4,7,9,11,1,10,5,12,6,3
0.0577633245575511,8,2,4,7,9,11,6,1,5,3,10,12
0.0577633245575511,8,2,4,7,9,11,6,1,5,3,12,10
0.0577633245575511,8,2,4,7,9,11,6,1,5,10,3,12
0.0577633245575511,8,2,4,7,9,11,6,1,5,10,12,3
0.0577633245575511,8,2,4,7,9,11,6,1,5,12,3,10
0.0577633245575511,8,2,4,7,9,11,6,1,5,12,10,3
0.0577633245575511,8,2,4,7,9,11,10,1,5,3,6,12
0.0577633245575511,8,2,4,7,9,11,10,1,5,3,12,6
0.0577633245575511,8,2,4,7,9,11,10,1,5,6,3,12
0.0577633245575511,8,2,4,7,9,11,10,1,5,6,12,3
0.0577633245575511,8,2,4,7,9,11,10,1,5,12,3,6
0.0577633245575511,8,2,4,7,9,11,10,1,5,12,6,3
0.06631096595431,8,2,4,7,10,1,9,11,5,3,6,12
0.06631096595431,8,2,4,7,10,1,9,11,5,3,12,6
0.06631096595431,8,2,4,7,10,1,9,11,5,6,3,12
0.06631096595431,8,2,4,7,10,1,9,11,5,6,12,3
0.06631096595431,8,2,4,7,10,1,9,11,5,12,3,6
0.06631096595431,8,2,4,7,10,1,9,11,5,12,6,3
0.06631096595431,8,2,4,7,10,9,1,11,5,3,6,12
0.06631096595431,8,2,4,7,10,9,1,11,5,3,12,6
0.06631096595431,8,2,4,7,10,9,1,11,5,6,3,12
0.06631096595431,8,2,4,7,10,9,1,11,5,6,12,3
0.06631096595431,8,2,4,7,10,9,1,11,5,12,3,6
0.06631096595431,8,2,4,7,10,9,1,11,5,12,6,3
0.0609916239240373,8,2,4,9,1,6,11,7,5,3,10,12
0.0609916239240373,8,2,4,9,1,6,11,7,5,3,12,10
0.0609916239240373,8,2,4,9,1,6,11,7,5,10,3,12
0.0609916239240373,8,2,4,9,1,6,11,7,5,10,12,3
0.0586574637662925,8,2,4,9,1,6,11,7,5,12,3,10
0.0586574637662925,8,2,4,9,1,6,11,7,5,12,10,3
0.06631096595431,8,2,4,9,1,7,10,11,5,3,6,12
0.06631096595431,8,2,4,9,1,7,10,11,5,3,12,6
0.06631096595431,8,2,4,9,1,7,10,11,5,6,3,12
0.06631096595431,8,2,4,9,1,7,10,11,5,6,12,3
0.06631096595431,8,2,4,9,1,7,10,11,5,12,3,6
0.06631096595431,8,2,4,9,1,7,10,11,5,12,6,3
0.0763396369869513,8,2,4,9,1,7,11,6,5,3,10,12
0.0763396369869513,8,2,4,9,1,7,11,6,5,3,12,10
0.0763396369869513,8,2,4,9,1,7,11,6,5,10,3,12
0.0733825918071731,8,2,4,9,1,7,11,6,5,10,12,3
0.0586574637662925,8,2,4,9,1,7,11,6,5,12,3,10
0.0586574637662925,8,2,4,9,1,7,11,6,5,12,10,3
0.06631096595431,8,2,4,9,1,7,11,10,5,3,6,12
0.06631096595431,8,2,4,9,1,7,11,10,5,3,12,6
0.06631096595431,8,2,4,9,1,7,11,10,5,6,3,12
0.06631096595431,8,2,4,9,1,7,11,10,5,6,12,3
0.06631096595431,8,2,4,9,1,7,11,10,5,12,3,6
0.06631096595431,8,2,4,9,1,7,11,10,5,12,6,3
0.06631096595431,8,2,4,9,1,10,7,11,5,3,6,12
0.06631096595431,8,2,4,9,1,10,7,11,5,3,12,6
0.06631096595431,8,2,4,9,1,10,7,11,5,6,3,12
0.06631096595431,8,2,4,9,1,10,7,11,5,6,12,3
0.06631096595431,8,2,4,9,1,10,7,11,5,12,3,6
0.06631096595431,8,2,4,9,1,10,7,11,5,12,6,3
0.06631096595431,8,2,4,9,1,10,11,7,5,3,6,12
0.06631096595431,8,2,4,9,1,10,11,7,5,3,12,6
0.06631096595431,8,2,4,9,1,10,11,7,5,6,3,12
0.06631096595431,8,2,4,9,1,10,11,7,5,6,12,3
0.06631096595431,8,2,4,9,1,10,11,7,5,12,3,6
0.06631096595431,8,2,4,9,1,10,11,7,5,12,6,3
0.0615138698555749,8,2,4,9,1,11,6,7,5,3,10,12
0.0615138698555749,8,2,4,9,1,11,6,7,5,3,12,10
0.0615138698555749,8,2,4,9,1,11,6,7,5,10,3,12
0.0615138698555749,8,2,4,9,1,11,6,7,5,10,12,3
0.0586574637662925,8,2,4,9,1,11,6,7,5,12,3,10
0.0586574637662925,8,2,4,9,1,11,6,7,5,12,10,3
0.06631096595431,8,2,4,9,1,11,10,7,5,3,6,12
0.06631096595431,8,2,4,9,1,11,10,7,5,3,12,6
0.06631096595431,8,2,4,9,1,11,10,7,5,6,3,12
0.06631096595431,8,2,4,9,1,11,10,7,5,6,12,3
0.06631096595431,8,2,4,9,1,11,10,7,5,12,3,6
0.06631096595431,8,2,4,9,1,11,10,7,5,12,6,3
0.0609916239240373,8,2,4,9,6,1,11,7,5,3,10,12
0.0609916239240373,8,2,4,9,6,1,11,7,5,3,12,10
0.0609916239240373,8,2,4,9,6,1,11,7,5,10,3,12
0.0609916239240373,8,2,4,9,6,1,11,7,5,10,12,3
0.0586574637662925,8,2,4,9,6,1,11,7,5,12,3,10
0.0586574637662925,8,2,4,9,6,1,11,7,5,12,10,3
0.06631096595431,8,2,4,9,7,1,10,11,5,3,6,12
0.06631096595431,8,2,4,9,7,1,10,11,5,3,12,6
0.06631096595431,8,2,4,9,7,1,10,11,5,6,3,12
0.06631096595431,8,2,4,9,7,1,10,11,5,6,12,3
0.06631096595431,8,2,4,9,7,1,10,11,5,12,3,6
0.06631096595431,8,2,4,9,7,1,10,11,5,12,6,3
0.0763396369869513,8,2,4,9,7,1,11,6,5,3,10,12
0.0763396369869513,8,2,4,9,7,1,11,6,5,3,12,10
0.0763396369869513,8,2,4,9,7,1,11,6,5,10,3,12
0.0733825918071731,8,2,4,9,7,1,11,6,5,10,12,3
0.0586574637662925,8,2,4,9,7,1,11,6,5,12,3,10
0.0586574637662925,8,2,4,9,7,1,11,6,5,12,10,3
0.06631096595431,8,2,4,9,7,1,11,10,5,3,6,12
0.06631096595431,8,2,4,9,7,1,11,10,5,3,12,6
0.06631096595431,8,2,4,9,7,1,11,10,5,6,3,12
0.06631096595431,8,2,4,9,7,1,11,10,5,6,12,3
0.06631096595431,8,2,4,9,7,1,11,10,5,12,3,6
0.06631096595431,8,2,4,9,7,1,11,10,5,12,6,3
0.06631096595431,8,2,4,9,7,10,1,11,5,3,6,12
0.06631096595431,8,2,4,9,7,10,1,11,5,3,12,6
0.06631096595431,8,2,4,9,7,10,1,11,5,6,3,12
0.06631096595431,8,2,4,9,7,10,1,11,5,6,12,3
0.06631096595431,8,2,4,9,7,10,1,11,5,12,3,6
0.06631096595431,8,2,4,9,7,10,1,11,5,12,6,3
0.0557892817590331,8,2,4,9,7,11,1,6,5,3,10,12
0.0557892817590331,8,2,4,9,7,11,1,6,5,3,12,10
0.0557892817590331,8,2,4,9,7,11,1,6,5,10,3,12
0.0557892817590331,8,2,4,9,7,11,1,6,5,10,12,3
0.0557892817590331,8,2,4,9,7,11,1,6,5,12,3,10
0.0557892817590331,8,2,4,9,7,11,1,6,5,12,10,3
0.0557892817590331,8,2,4,9,7,11,1,10,5,3,6,12
0.0557892817590331,8,2,4,9,7,11,1,10,5,3,12,6
0.0557892817590331,8,2,4,9,7,11,1,10,5,6,3,12
0.0557892817590331,8,2,4,9,7,11,1,10,5,6,12,3
0.0557892817590331,8,2,4,9,7,11,1,10,5,12,3,6
0.0557892817590331,8,2,4,9,7,11,1,10,5,12,6,3
0.0577633245575511,8,2,4,9,7,11,6,1,5,3,10,12
0.0577633245575511,8,2,4,9,7,11,6,1,5,3,12,10
0.0577633245575511,8,2,4,9,7,11,6,1,5,10,3,12
0.0577633245575511,8,2,4,9,7,11,6,1,5,10,12,3
0.0577633245575511,8,2,4,9,7,11,6,1,5,12,3,10
0.0577633245575511,8,2,4,9,7,11,6,1,5,12,10,3
0.0577633245575511,8,2,4,9,7,11,10,1,5,3,6,12
0.0577633245575511,8,2,4,9,7,11,10,1,5,3,12,6
0.0577633245575511,8,2,4,9,7,11,10,1,5,6,3,12
0.0577633245575511,8,2,4,9,7,11,10,1,5,6,12,3
0.0577633245575511,8,2,4,9,7,11,10,1,5,12,3,6
0.0577633245575511,8,2,4,9,7,11,10,1,5,12,6,3
0.06631096595431,8,2,4,9,10,1,7,11,5,3,6,12
0.06631096595431,8,2,4,9,10,1,7,11,5,3,12,6
0.06631096595431,8,2,4,9,10,1,7,11,5,6,3,12
0.06631096595431,8,2,4,9,10,1,7,11,5,6,12,3
0.06631096595431,8,2,4,9,10,1,7,11,5,12,3,6
0.06631096595431,8,2,4,9,10,1,7,11,5,12,6,3
0.06631096595431,8,2,4,9,10,1,11,7,5,3,6,12
0.06631096595431,8,2,4,9,10,1,11,7,5,3,12,6
0.06631096595431,8,2,4,9,10,1,11,7,5,6,3,12
0.06631096595431,8,2,4,9,10,1,11,7,5,6,12,3
0.06631096595431,8,2,4,9,10,1,11,7,5,12,3,6
0.06631096595431,8,2,4,9,10,1,11,7,5,12,6,3
0.06631096595431,8,2,4,9,10,7,1,11,5,3,6,12
0.06631096595431,8,2,4,9,10,7,1,11,5,3,12,6
0.06631096595431,8,2,4,9,10,7,1,11,5,6,3,12
0.06631096595431,8,2,4,9,10,7,1,11,5,6,12,3
0.06631096595431,8,2,4,9,10,7,1,11,5,12,3,6
0.06631096595431,8,2,4,9,10,7,1,11,5,12,6,3
0.06631096595431,8,2,4,9,10,11,1,7,5,3,6,12
0.06631096595431,8,2,4,9,10,11,1,7,5,3,12,6
0.06631096595431,8,2,4,9,10,11,1,7,5,6,3,12
0.06631096595431,8,2,4,9,10,11,1,7,5,6,12,3
0.06631096595431,8,2,4,9,10,11,1,7,5,12,3,6
0.06631096595431,8,2,4,9,10,11,1,7,5,12,6,3
0.06631096595431,8,2,4,9,10,11,7,1,5,3,6,12
0.06631096595431,8,2,4,9,10,11,7,1,5,3,12,6
0.06631096595431,8,2,4,9,10,11,7,1,5,6,3,12
0.06631096595431,8,2,4,9,10,11,7,1,5,6,12,3
0.06631096595431,8,2,4,9,10,11,7,1,5,12,3,6
0.06631096595431,8,2,4,9,10,11,7,1,5,12,6,3
0.0615138698555749,8,2,4,9,11,6,1,7,5,3,10,12
0.0615138698555749,8,2,4,9,11,6,1,7,5,3,12,10
0.0615138698555749,8,2,4,9,11,6,1,7,5,10,3,12
0.0615138698555749,8,2,4,9,11,6,1,7,5,10,12,3
0.0586574637662925,8,2,4,9,11,6,1,7,5,12,3,10
0.0586574637662925,8,2,4,9,11,6,1,7,5,12,10,3
0.06631096595431,8,2,4,9,11,10,1,7,5,3,6,12
0.06631096595431,8,2,4,9,11,10,1,7,5,3,12,6
0.06631096595431,8,2,4,9,11,10,1,7,5,6,3,12
0.06631096595431,8,2,4,9,11,10,1,7,5,6,12,3
0.06631096595431,8,2,4,9,11,10,1,7,5,12,3,6
0.06631096595431,8,2,4,9,11,10,1,7,5,12,6,3
0.06631096595431,8,2,4,9,11,10,7,1,5,3,6,12
0.06631096595431,8,2,4,9,11,10,7,1,5,3,12,6
0.06631096595431,8,2,4,9,11,10,7,1,5,6,3,12
0.06631096595431,8,2,4,9,11,10,7,1,5,6,12,3
0.06631096595431,8,2,4,9,11,10,7,1,5,12,3,6
0.06631096595431,8,2,4,9,11,10,7,1,5,12,6,3
0.06631096595431,8,2,4,10,1,9,7,11,5,3,6,12
0.06631096595431,8,2,4,10,1,9,7,11,5,3,12,6
0.06631096595431,8,2,4,10,1,9,7,11,5,6,3,12
0.06631096595431,8,2,4,10,1,9,7,11,5,6,12,3
0.06631096595431,8,2,4,10,1,9,7,11,5,12,3,6
0.06631096595431,8,2,4,10,1,9,7,11,5,12,6,3
0.06631096595431,8,2,4,10,1,9,11,7,5,3,6,12
0.06631096595431,8,2,4,10,1,9,11,7,5,3,12,6
0.06631096595431,8,2,4,10,1,9,11,7,5,6,3,12
0.06631096595431,8,2,4,10,1,9,11,7,5,6,12,3
0.06631096595431,8,2,4,10,1,9,11,7,5,12,3,6
0.06631096595431,8,2,4,10,1,9,11,7,5,12,6,3
0.0508850330623328,8,2,4,10,1,11,6,5,3,9,7,12
0.0508850330623328,8,2,4,10,1,11,6,5,3,9,12,7
0.0508850330623328,8,2,4,10,1,11,6,5,3,12,7,9
0.0508850330623328,8,2,4,10,1,11,6,5,3,12,9,7
0.0508850330623328,8,2,4,10,1,11,6,5,9,3,7,12
0.0508850330623328,8,2,4,10,1,11,6,5,9,3,12,7
0.0508850330623328,8,2,4,10,1,11,6,5,9,7,3,12
0.0508850330623328,8,2,4,10,1,11,6,5,9,7,12,3
0.0508850330623328,8,2,4,10,1,11,6,5,9,12,3,7
0.0508850330623328,8,2,4,10,1,11,6,5,9,12,7,3
0.0508850330623328,8,2,4,10,1,11,6,5,12,3,7,9
0.0508850330623328,8,2,4,10,1,11,6,5,12,3,9,7
0.0508850330623328,8,2,4,10,1,11,6,5,12,7,3,9
0.0508850330623328,8,2,4,10,1,11,6,5,12,7,9,3
0.0508850330623328,8,2,4,10,1,11,6,5,12,9,3,7
0.0508850330623328,8,2,4,10,1,11,6,5,12,9,7,3
0.06631096595431,8,2,4,10,1,11,9,7,5,3,6,12
0.06631096595431,8,2,4,10,1,11,9,7,5,3,12,6
0.06631096595431,8,2,4,10,1,11,9,7,5,6,3,12
0.06631096595431,8,2,4,10,1,11,9,7,5,6,12,3
0.06631096595431,8,2,4,10,1,11,9,7,5,12,3,6
0.06631096595431,8,2,4,10,1,11,9,7,5,12,6,3
0.06631096595431,8,2,4,10,7,1,9,11,5,3,6,12
0.06631096595431,8,2,4,10,7,1,9,11,5,3,12,6
0.06631096595431,8,2,4,10,7,1,9,11,5,6,3,12
0.06631096595431,8,2,4,10,7,1,9,11,5,6,12,3
0.06631096595431,8,2,4,10,7,1,9,11,5,12,3,6
0.06631096595431,8,2,4,10,7,1,9,11,5,12,6,3
0.06631096595431,8,2,4,10,7,9,1,11,5,3,6,12
0.06631096595431,8,2,4,10,7,9,1,11,5,3,12,6
0.06631096595431,8,2,4,10,7,9,1,11,5,6,3,12
0.06631096595431,8,2,4,10,7,9,1,11,5,6,12,3
0.06631096595431,8,2,4,10,7,9,1,11,5,12,3,6
0.06631096595431,8,2,4,10,7,9,1,11,5,12,6,3
0.06631096595431,8,2,4,10,9,1,7,11,5,3,6,12
0.06631096595431,8,2,4,10,9,1,7,11,5,3,12,6
0.06631096595431,8,2,4,10,9,1,7,11,5,6,3,12
0.06631096595431,8,2,4,10,9,1,7,11,5,6,12,3
0.06631096595431,8,2,4,10,9,1,7,11,5,12,3,6
